make,model_year,horsepower,mpg
Chevrolet,2012 Chevrolet Corvette Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Coupe,430,40
Chevrolet,2012 Chevrolet Corvette Coupe,430,42
Chevrolet,2012 Chevrolet Corvette Coupe,430,40
Toyota,2010 Toyota RAV4,179,50
Toyota,2010 Toyota RAV4,179,48
Toyota,2010 Toyota RAV4,269,46
Toyota,2010 Toyota RAV4,269,45
Toyota,2010 Toyota RAV4,179,50
Toyota,2010 Toyota RAV4,179,48
Toyota,2010 Toyota RAV4,269,46
Toyota,2010 Toyota RAV4,269,45
Toyota,2010 Toyota RAV4,179,50
Toyota,2010 Toyota RAV4,179,48
Toyota,2010 Toyota RAV4,269,46
Toyota,2010 Toyota RAV4,269,45
Mitsubishi,2012 Mitsubishi Eclipse Spyder,162,47
Mitsubishi,2012 Mitsubishi Eclipse Spyder,162,47
Mitsubishi,2012 Mitsubishi Eclipse Spyder,265,40
Chevrolet,2011 Chevrolet Corvette Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Coupe,430,40
Chevrolet,2011 Chevrolet Corvette Coupe,430,42
Chevrolet,2011 Chevrolet Corvette Coupe,430,40
Mitsubishi,2011 Mitsubishi Eclipse Spyder,162,47
Mitsubishi,2011 Mitsubishi Eclipse Spyder,265,40
Mitsubishi,2010 Mitsubishi Eclipse Spyder,265,40
Mitsubishi,2010 Mitsubishi Eclipse Spyder,162,45
Mitsubishi,2011 Mitsubishi Endeavor,225,36
Mitsubishi,2011 Mitsubishi Endeavor,225,36
Mitsubishi,2011 Mitsubishi Endeavor,225,34
Mitsubishi,2010 Mitsubishi Endeavor,225,36
Mitsubishi,2010 Mitsubishi Endeavor,225,36
Mitsubishi,2010 Mitsubishi Endeavor,225,34
Mitsubishi,2011 Mitsubishi Galant,160,51
Mitsubishi,2011 Mitsubishi Galant,160,51
Mitsubishi,2010 Mitsubishi Galant,160,51
Mitsubishi,2010 Mitsubishi Galant,160,51
Cadillac,2011 Cadillac CTS-V Sedan,556,33
Cadillac,2011 Cadillac CTS-V Sedan,556,30
Mitsubishi,2011 Mitsubishi Lancer,148,57
Mitsubishi,2011 Mitsubishi Lancer,148,57
Mitsubishi,2011 Mitsubishi Lancer,168,53
Mitsubishi,2010 Mitsubishi Lancer,152,53
Mitsubishi,2010 Mitsubishi Lancer,168,48
Mitsubishi,2010 Mitsubishi Lancer,152,53
Hyundai,2011 Hyundai Veracruz,260,37
